代號,股票名稱,持股票名稱,持股(%)
0050,元大台灣50,台積電,51.17
0050,元大台灣50,聯發科,4.86
0050,元大台灣50,鴻海,4.49
0050,元大台灣50,廣達,2.13
0050,元大台灣50,台達電,2.01
0050,元大台灣50,聯電,1.67
0050,元大台灣50,中信金,1.65
0050,元大台灣50,日月光投控,1.50
0050,元大台灣50,富邦金,1.47
0050,元大台灣50,中華電,1.31
0051,元大中型100,奇鋐,2.09
0051,元大中型100,技嘉,2.08
0051,元大中型100,英業達,2.05
0051,元大中型100,仁寶,2.00
0051,元大中型100,大聯大,1.90
0051,元大中型100,力成,1.84
0051,元大中型100,群光,1.83
0051,元大中型100,可成,1.78
0051,元大中型100,宏碁,1.78
0051,元大中型100,群創,1.71
0052,富邦科技,台積電,59.22
0052,富邦科技,鴻海,5.65
0052,富邦科技,聯發科,5.61
0052,富邦科技,廣達,2.47
0052,富邦科技,聯電,1.93
0052,富邦科技,日月光投控,1.74
0052,富邦科技,緯創,1.13
0052,富邦科技,聯詠,1.09
0053,元大電子,台積電,46.19
0053,元大電子,聯發科,5.03
0053,元大電子,鴻海,4.34
0053,元大電子,台達電,2.79
0053,元大電子,廣達,2.56
0053,元大電子,中華電,2.21
0053,元大電子,日月光投控,1.63
0053,元大電子,聯電,1.60
0053,元大電子,緯穎,1.01
0055,元大MSCI金融,中信金,11.74
0055,元大MSCI金融,富邦金,10.96
0055,元大MSCI金融,兆豐金,9.40
0055,元大MSCI金融,國泰金,9.33
0055,元大MSCI金融,玉山金,7.73
0055,元大MSCI金融,元大金,6.21
0055,元大MSCI金融,第一金,6.08
0055,元大MSCI金融,合庫金,5.43
0055,元大MSCI金融,中租-KY,5.31
0055,元大MSCI金融,永豐金,4.59
0056,元大高股息,聯詠,3.28
0056,元大高股息,聯發科,3.15
0056,元大高股息,和碩,2.91
0056,元大高股息,群光,2.87
0056,元大高股息,鴻海,2.87
0056,元大高股息,日月光投控,2.75
0056,元大高股息,大聯大,2.74
0056,元大高股息,聯電,2.72
0056,元大高股息,瑞昱,2.71
0056,元大高股息,力成,2.59
0057,富邦摩台,台積電,46.71
0057,富邦摩台,鴻海,4.55
0057,富邦摩台,聯發科,4.41
0057,富邦摩台,廣達,1.93
0057,富邦摩台,台達電,1.61
0057,富邦摩台,聯電,1.43
0057,富邦摩台,中信金,1.42
0057,富邦摩台,富邦金,1.32
0057,富邦摩台,日月光投控,1.20
0057,富邦摩台,中華電,1.17
0061,元大寶滬深,BOCI-PRUDENTIAL-W.I.S.E -HKD,96.72
006203,元大MSCI台灣,台積電,46.57
006203,元大MSCI台灣,鴻海,4.55
006203,元大MSCI台灣,聯發科,4.44
006203,元大MSCI台灣,廣達,1.94
006203,元大MSCI台灣,台達電,1.60
006203,元大MSCI台灣,聯電,1.43
006203,元大MSCI台灣,中信金,1.42
006203,元大MSCI台灣,富邦金,1.32
006203,元大MSCI台灣,日月光投控,1.21
006203,元大MSCI台灣,中華電,1.16
006204,永豐臺灣加權,台積電,29.91
006204,永豐臺灣加權,聯發科,3.70
006204,永豐臺灣加權,鴻海,3.62
006204,永豐臺灣加權,廣達,2.19
006204,永豐臺灣加權,中華電,1.89
006204,永豐臺灣加權,富邦金,1.72
006204,永豐臺灣加權,台達電,1.71
006204,永豐臺灣加權,聯電,1.41
006204,永豐臺灣加權,國泰金,1.38
006204,永豐臺灣加權,日月光投控,1.36
006205,富邦上証,貴州茅臺,9.13
006205,富邦上証,中國平安,3.98
006205,富邦上証,招商銀行,3.61
006205,富邦上証,紫金礦業,2.51
006205,富邦上証,長江電力,2.21
006205,富邦上証,興業銀行,2.08
006205,富邦上証,恒瑞醫藥,1.86
006205,富邦上証,中信証券,1.70
006205,富邦上証,工商銀行,1.68
006205,富邦上証,伊利股份,1.61
006206,元大上證50,Kweichow Moutai Co Ltd,15.77
006206,元大上證50,Ping An Insurance Group Co of China Ltd,6.49
006206,元大上證50,China Merchants Bank Co Ltd,5.89
006206,元大上證50,Zijin Mining Group Co Ltd,4.41
006206,元大上證50,China Yangtze Power Co Ltd,3.88
006206,元大上證50,Industrial Bank Co Ltd,3.39
006206,元大上證50,Jiangsu Hengrui Pharmaceuticals Co Ltd,3.03
006206,元大上證50,CITIC Securities Co Ltd,2.77
006206,元大上證50,Industrial & Commercial Bank of China Ltd,2.73
006206,元大上證50,Inner Mongolia Yili Industrial Group Co Ltd,2.62
006207,復華滬深,KWEICHOW MOUTAI CO LTD-A-CHN,5.50
006207,復華滬深,CONTEMPORARY AMPEREX TECHN-A-CHN,2.60
006207,復華滬深,PING AN INSURANCE GROUP CO-A-CHN,2.26
006207,復華滬深,CHINA MERCHANTS BANK-A-CHN,2.05
006207,復華滬深,MIDEA GROUP CO LTD-A-CHN,1.65
006207,復華滬深,WULIANGYE YIBIN CO LTD-A-CHN,1.55
006207,復華滬深,ZIJIN MINING GROUP CO LTD-A-CHN,1.45
006207,復華滬深,CHINA YANGTZE POWER CO LTD-A-CHN,1.28
006207,復華滬深,INDUSTRIAL BANK CO LTD -A-CHN,1.19
006207,復華滬深,JIANGSU HENGRUI PHARMACEUT-A-CHN,1.08
006208,富邦台50,台積電,51.19
006208,富邦台50,鴻海,4.89
006208,富邦台50,聯發科,4.86
006208,富邦台50,廣達,2.13
006208,富邦台50,台達電,2.01
006208,富邦台50,聯電,1.67
006208,富邦台50,中信金,1.64
006208,富邦台50,日月光投控,1.50
006208,富邦台50,富邦金,1.47
006208,富邦台50,中華電,1.31
00631L,元大台灣50正2,台積電,1.14
00631L,元大台灣50正2,鴻海,0.23
00631L,元大台灣50正2,台塑,0.10
00631L,元大台灣50正2,南亞,0.09
00631L,元大台灣50正2,國泰金,0.08
00631L,元大台灣50正2,中華電,0.08
00631L,元大台灣50正2,台化,0.08
00631L,元大台灣50正2,中信金,0.07
00631L,元大台灣50正2,富邦金,0.07
00631L,元大台灣50正2,統一,0.07
00633L,富邦上証正2,富邦吉祥貨幣市場基金,13.55
00633L,富邦上証正2,富邦上証180基金,2.87
00636,國泰中國A50,KWEICHOW MOUTAI CO LTD-A,14.72
00636,國泰中國A50,CONTEMPORARY AMPEREX TECHN-A,5.75
00636,國泰中國A50,CHINA MERCHANTS BANK-A,4.57
00636,國泰中國A50,CHINA YANGTZE POWER CO LTD-A,4.20
00636,國泰中國A50,WULIANGYE YIBIN CO LTD-A,4.10
00636,國泰中國A50,PING AN INSURANCE GROUP CO-A,3.04
00636,國泰中國A50,IND & COMM BK OF CHINA-A,2.80
00636,國泰中國A50,AGRICULTURAL BANK OF CHINA-A,2.75
00636,國泰中國A50,BYD CO LTD -A,2.53
00636,國泰中國A50,ZIJIN MINING GROUP CO LTD-A,2.38
00636K,國泰中國A50+U,KWEICHOW MOUTAI CO LTD-A,13.39
00636K,國泰中國A50+U,CONTEMPORARY AMPEREX TECHN-A,5.56
00636K,國泰中國A50+U,CHINA MERCHANTS BANK-A,4.80
00636K,國泰中國A50+U,WULIANGYE YIBIN CO LTD-A,3.67
00636K,國泰中國A50+U,CHINA YANGTZE POWER CO LTD-A,3.01
00636K,國泰中國A50+U,PING AN INSURANCE GROUP CO-A,2.81
00636K,國泰中國A50+U,BYD CO LTD -A,2.57
00636K,國泰中國A50+U,INDUSTRIAL BANK CO LTD -A,2.48
00636K,國泰中國A50+U,SHENZHEN MINDRAY BIO-MEDIC-A,2.21
00636K,國泰中國A50+U,IND & COMM BK OF CHINA-A,2.15
00637L,元大滬深300正2,CHINAAMC ETF SERIES - CH-HKD,3.70
00639,富邦深100,寧德時代,8.34
00639,富邦深100,美的集團,5.42
00639,富邦深100,五 糧 液,4.88
00639,富邦深100,格力電器,3.05
00639,富邦深100,比亞迪股份,3.02
00639,富邦深100,東方財富,2.83
00639,富邦深100,邁瑞醫療,2.60
00639,富邦深100,瀘州老窖,2.40
00639,富邦深100,立訊精密,2.36
00639,富邦深100,京東方,2.24
00640L,富邦日本正2,富邦日本東証基金,4.82
00643,群益深証中小,比亞迪股份有限公司,6.17
00643,群益深証中小,立訊精密工業股份有限公司,4.80
00643,群益深証中小,牧原食品股份有限公司,3.83
00643,群益深証中小,科大訊飛股份有限公司,3.21
00643,群益深証中小,北方華創科技集團股份有限公司,3.18
00643,群益深証中小,順豐控股股份有限公司,2.97
00643,群益深証中小,寧波銀行股份有限公司,2.61
00643,群益深証中小,分眾傳媒信息技術股份有限公司,2.47
00643,群益深証中小,江蘇洋河酒廠股份有限公司,2.20
00643,群益深証中小,天齊鋰業股份有限公司,1.85
00643K,群益深証中小+R,比亞迪,6.73
00643K,群益深証中小+R,立訊精密,4.42
00643K,群益深証中小+R,寧波銀行,4.24
00643K,群益深証中小+R,牧原股份,3.90
00643K,群益深証中小+R,恩捷股份,3.18
00643K,群益深証中小+R,洋河股份,3.13
00643K,群益深証中小+R,順豐控股,3.06
00643K,群益深証中小+R,贛鋒鋰業,2.92
00643K,群益深証中小+R,中環股份,2.90
00643K,群益深証中小+R,歌爾聲學,2.77
00645,富邦日本,Toyota Motor Corp,5.14
00645,富邦日本,Mitsubishi UFJ Financial Group Inc,2.31
00645,富邦日本,Sony Corp,2.27
00645,富邦日本,Tokyo Electron Ltd,2.07
00645,富邦日本,Mitsubishi Corp,1.75
00645,富邦日本,KEYENCE CORP,1.71
00645,富邦日本,Hitachi Ltd,1.67
00645,富邦日本,Sumitomo Mitsui Financial Group Inc,1.54
00645,富邦日本,Shin-Etsu Chemical Co Ltd,1.46
00645,富邦日本,Mitsui & Co Ltd,1.40
00646,元大S&P500,MICROSOFT CORP,6.88
00646,元大S&P500,APPLE INC,5.48
00646,元大S&P500,NVIDIA CORP,4.91
00646,元大S&P500,AMAZON.COM INC,3.63
00646,元大S&P500,META PLATFORMS INC-CLASS A,2.35
00646,元大S&P500,ALPHABET INC-CL A,1.96
00646,元大S&P500,BERKSHIRE HATHAWAY INC-CL B,1.68
00646,元大S&P500,ALPHABET INC-CL C,1.65
00646,元大S&P500,ELI LILLY & CO,1.37
00646,元大S&P500,BROADCOM INC,1.28
00652,富邦印度,HDFC Bank Ltd,8.91
00652,富邦印度,RELIANCE INDUSTRIES LTD,8.07
00652,富邦印度,ICICI Bank Ltd,6.28
00652,富邦印度,Infosys Ltd,4.38
00652,富邦印度,Larsen & Toubro Ltd,3.64
00652,富邦印度,Tata Consultancy Services Ltd,3.21
00652,富邦印度,ITC Ltd,3.11
00652,富邦印度,Bharti Airtel Ltd,2.62
00652,富邦印度,Axis Bank Ltd,2.43
00652,富邦印度,State Bank of India,2.36
00653L,富邦印度正2,富邦吉祥貨幣市場基金,3.81
00654R,富邦印度反1,富邦吉祥貨幣市場基金,18.15
00655L,國泰中國A50正2,中國信託華盈貨幣市場基金,2.79
00655L,國泰中國A50正2,國泰富時中國A50基金,1.09
00657,國泰日經225,FAST RETAILING CO LTD,11.52
00657,國泰日經225,TOKYO ELECTRON LTD,9.67
00657,國泰日經225,ADVANTEST CORP,4.46
00657,國泰日經225,SOFTBANK GROUP CORP,4.41
00657,國泰日經225,SHIN-ETSU CHEMICAL CO LTD,2.51
00657,國泰日經225,KDDI CORP,2.05
00657,國泰日經225,TDK CORP,1.74
00657,國泰日經225,TERUMO CORP,1.69
00657,國泰日經225,FANUC CORP,1.65
00657,國泰日經225,DAIKIN INDUSTRIES LTD,1.58
00657K,國泰日經225+U,TOKYO ELECTRON LTD,6.86
00657K,國泰日經225+U,FAST RETAILING CO LTD,6.51
00657K,國泰日經225+U,SOFTBANK GROUP CORP,3.58
00657K,國泰日經225+U,KDDI CORP,3.08
00657K,國泰日經225+U,FANUC CORP,2.49
00657K,國泰日經225+U,DAIKIN INDUSTRIES LTD,2.48
00657K,國泰日經225+U,ADVANTEST CORP,2.22
00657K,國泰日經225+U,SHIN-ETSU CHEMICAL CO LTD,1.95
00657K,國泰日經225+U,TERUMO CORP,1.81
00657K,國泰日經225+U,RECRUIT HOLDINGS CO LTD,1.79
00660,元大歐洲50,ASML HOLDING NV,8.60
00660,元大歐洲50,LVMH MOET HENNESSY LOUIS VUI,5.61
00660,元大歐洲50,SAP SE,5.12
00660,元大歐洲50,TOTALENERGIES SE,3.96
00660,元大歐洲50,SIEMENS AG-REG,3.46
00660,元大歐洲50,SCHNEIDER ELECTRIC SE,3.14
00660,元大歐洲50,ALLIANZ SE-REG,2.85
00660,元大歐洲50,L`OREAL,2.77
00660,元大歐洲50,SANOFI,2.73
00660,元大歐洲50,AIR LIQUIDE SA,2.64
00661,元大日經225,FAST RETAILING CO LTD,10.65
00661,元大日經225,TOKYO ELECTRON LTD,8.94
00661,元大日經225,ADVANTEST CORP,4.11
00661,元大日經225,SOFTBANK GROUP CORP,4.05
00661,元大日經225,SHIN-ETSU CHEMICAL CO LTD,2.48
00661,元大日經225,KDDI CORP,2.03
00661,元大日經225,TDK CORP,1.69
00661,元大日經225,TERUMO CORP,1.64
00661,元大日經225,FANUC CORP,1.58
00661,元大日經225,DAIKIN INDUSTRIES LTD,1.55
00662,富邦NASDAQ,Microsoft Corp,8.65
00662,富邦NASDAQ,APPLE INC,7.32
00662,富邦NASDAQ,NVIDIA CORP,6.25
00662,富邦NASDAQ,Amazon.com Inc,5.18
00662,富邦NASDAQ,META PLATFORMS INC,4.70
00662,富邦NASDAQ,Broadcom Inc,4.39
00662,富邦NASDAQ,Alphabet Inc-CL A,2.46
00662,富邦NASDAQ,Alphabet Inc-CL C,2.39
00662,富邦NASDAQ,Tesla Inc,2.34
00662,富邦NASDAQ,Costco Wholesale Corp,2.32
00665L,富邦恒生國企正2,富邦吉祥貨幣市場基金,9.93
00668,國泰美國道瓊,UNITEDHEALTH GROUP INC,7.75
00668,國泰美國道瓊,MICROSOFT CORP,6.59
00668,國泰美國道瓊,GOLDMAN SACHS GROUP INC,6.54
00668,國泰美國道瓊,HOME DEPOT INC,6.01
00668,國泰美國道瓊,CATERPILLAR INC,5.74
00668,國泰美國道瓊,SALESFORCE INC,4.72
00668,國泰美國道瓊,AMGEN INC,4.45
00668,國泰美國道瓊,McDonalds Corp,4.42
00668,國泰美國道瓊,VISA INC-CLASS A SHARES,4.37
00668,國泰美國道瓊,TRAVELERS COS INC/THE,3.60
00668K,國泰美國道瓊+U,UNITEDHEALTH GROUP INC,9.38
00668K,國泰美國道瓊+U,GOLDMAN SACHS GROUP INC,5.64
00668K,國泰美國道瓊+U,HOME DEPOT INC,5.54
00668K,國泰美國道瓊+U,MICROSOFT CORP,5.12
00668K,國泰美國道瓊+U,McDonalds Corp,4.60
00668K,國泰美國道瓊+U,AMGEN INC,4.30
00668K,國泰美國道瓊+U,VISA INC-CLASS A SHARES,3.93
00668K,國泰美國道瓊+U,CATERPILLAR INC,3.88
00668K,國泰美國道瓊+U,HONEYWELL INTERNATIONAL INC,3.57
00668K,國泰美國道瓊+U,JOHNSON & JOHNSON,3.33
00669R,國泰美國道瓊反1,中國信託華盈貨幣市場基金,5.19
00670L,富邦NASDAQ正2,富邦吉祥貨幣市場基金,17.99
00671R,富邦NASDAQ反1,富邦吉祥貨幣市場基金,13.76
00675L,富邦臺灣加權正2,富邦吉祥貨幣市場基金,3.84
00676R,富邦臺灣加權反1,富邦吉祥貨幣市場基金,16.53
00678,群益那斯達克生技,安進公司,8.43
00678,群益那斯達克生技,吉利德科學公司,8.27
00678,群益那斯達克生技,Regeneron Pharmaceuticals Inc,8.10
00678,群益那斯達克生技,福泰製藥公司,8.05
00678,群益那斯達克生技,莫德納公司,4.19
00678,群益那斯達克生技,ASTRAZENECA PLC-SPONS ADR,4.05
00678,群益那斯達克生技,百健公司,3.19
00678,群益那斯達克生技,ProShares兩倍做多那斯達克生技,2.31
00678,群益那斯達克生技,伊魯米納公司,2.23
00678,群益那斯達克生技,阿里拉姆製藥公司,1.91
00686R,群益臺灣加權反1,群益安穩貨幣市場基金,17.80
00690,兆豐藍籌30,台積電,31.81
00690,兆豐藍籌30,聯發科,14.29
00690,兆豐藍籌30,台達電,5.72
00690,兆豐藍籌30,富邦金,5.14
00690,兆豐藍籌30,中華電,5.07
00690,兆豐藍籌30,國泰金,3.70
00690,兆豐藍籌30,台塑,2.90
00690,兆豐藍籌30,聯詠,2.73
00690,兆豐藍籌30,南亞,2.44
00690,兆豐藍籌30,瑞昱,2.11
00692,富邦公司治理,台積電,43.15
00692,富邦公司治理,鴻海,4.44
00692,富邦公司治理,聯發科,4.08
00692,富邦公司治理,廣達,2.42
00692,富邦公司治理,中華電,2.09
00692,富邦公司治理,富邦金,1.94
00692,富邦公司治理,台達電,1.89
00692,富邦公司治理,國泰金,1.52
00692,富邦公司治理,日月光投控,1.51
00692,富邦公司治理,台塑化,1.41
00700,富邦恒生國企,騰訊控股,8.58
00700,富邦恒生國企,美團-W,8.41
00700,富邦恒生國企,建設銀行,7.49
00700,富邦恒生國企,阿里巴巴-SW,7.48
00700,富邦恒生國企,工商銀行,4.51
00700,富邦恒生國企,中國銀行,3.96
00700,富邦恒生國企,小米集團-W,3.84
00700,富邦恒生國企,中國平安,3.24
00700,富邦恒生國企,比亞迪股份,3.12
00700,富邦恒生國企,京東集團-SW,2.76
00701,國泰股利精選30,富邦金,8.99
00701,國泰股利精選30,中華電,8.75
00701,國泰股利精選30,中信金,8.73
00701,國泰股利精選30,國泰金,6.48
00701,國泰股利精選30,兆豐金,6.20
00701,國泰股利精選30,玉山金,5.76
00701,國泰股利精選30,統一,5.09
00701,國泰股利精選30,元大金,5.04
00701,國泰股利精選30,台塑,5.01
00701,國泰股利精選30,第一金,4.21
00702,國泰標普低波高息,ALTRIA GROUP INC,2.89
00702,國泰標普低波高息,VERIZON COMMUNICATIONS INC,2.68
00702,國泰標普低波高息,AT&T INC,2.65
00702,國泰標普低波高息,KINDER MORGAN INC,2.62
00702,國泰標普低波高息,ONEOK INC,2.40
00702,國泰標普低波高息,DOMINION ENERGY INC,2.40
00702,國泰標普低波高息,3M CO,2.37
00702,國泰標普低波高息,WILLIAMS COS INC,2.23
00702,國泰標普低波高息,SIMON PROPERTY GROUP INC,2.19
00702,國泰標普低波高息,LYONDELLBASELL INDU-CL A,2.16
00703,台新MSCI中國,騰訊控股,15.03
00703,台新MSCI中國,阿里巴巴-SW,8.77
00703,台新MSCI中國,美團點評,4.63
00703,台新MSCI中國,拼多多公司,4.62
00703,台新MSCI中國,CHINA CONSTRUCTION B,4.09
00703,台新MSCI中國,網易-S,3.06
00703,台新MSCI中國,IND & COMM BK OF CHI,2.50
00703,台新MSCI中國,中國銀行,2.50
00703,台新MSCI中國,京東集團-SW,2.47
00703,台新MSCI中國,百度集團-SW,2.25
00709,富邦歐洲,NOVO NORDISK A/S,3.51
00709,富邦歐洲,ASML Holding NV,3.34
00709,富邦歐洲,Nestle SA,2.48
00709,富邦歐洲,LVMH Moet Hennessy Louis Vuitton SE,1.96
00709,富邦歐洲,SHELL PLC,1.92
00709,富邦歐洲,SAP SE,1.88
00709,富邦歐洲,AstraZeneca PLC,1.75
00709,富邦歐洲,Novartis AG,1.75
00709,富邦歐洲,Roche Holding AG,1.54
00709,富邦歐洲,HSBC Holdings PLC,1.34
00710B,復華彭博非投等債,AAL 5 1/2 04/20/26,1.66
00710B,復華彭博非投等債,UAL 4 3/8 04/15/26,1.58
00710B,復華彭博非投等債,ISPIM 5.71 01/15/26,1.41
00710B,復華彭博非投等債,COMM 6 03/01/26,1.38
00710B,復華彭博非投等債,BPR 5 3/4 05/15/26,1.24
00710B,復華彭博非投等債,ALIANT 4 1/4 10/15/27,1.04
00710B,復華彭博非投等債,NWL 4.2 04/01/26,0.98
00710B,復華彭博非投等債,THC 4 7/8 01/01/26,0.96
00710B,復華彭博非投等債,IEP 5 1/4 05/15/27,0.90
00710B,復華彭博非投等債,OMF 6 7/8 03/15/25,0.88
00711B,復華彭博新興債,QATAR 4.817 03/14/49,2.53
00711B,復華彭博新興債,QATAR 4.4 04/16/50,2.38
00711B,復華彭博新興債,QATAR 5.103 04/23/48,2.30
00711B,復華彭博新興債,KSA 4 1/2 10/26/46,2.08
00711B,復華彭博新興債,URUGUA 5.1 06/18/50,1.34
00711B,復華彭博新興債,ARAMCO 4 3/8 04/16/49,1.28
00711B,復華彭博新興債,BMETR 3.693 09/13/61,1.28
00711B,復華彭博新興債,PERU 5 5/8 11/18/50,1.23
00711B,復華彭博新興債,KSA 4 5/8 10/04/47,1.21
00711B,復華彭博新興債,PERTIJ 6.45 05/30/44,1.19
00712,復華富時不動產,ANNALY CAPITAL MANAGEMENT IN-USA,18.03
00712,復華富時不動產,AGNC INVESTMENT CORP-USA,12.55
00712,復華富時不動產,STARWOOD PROPERTY TRUST INC-USA,10.96
00712,復華富時不動產,RITHM CAPITAL CORP-USA,9.85
00712,復華富時不動產,BLACKSTONE MORTGAGE TRU-CL A-USA,6.27
